Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
25-07-2024 17:26,17:26:00,CNR4673942793,driver not found,CID580345,Prime SUV,Banashankari,Chamarajpet,,,,,,,398,,0,4.6,3.993771736
14-07-2024 01:12,01:12:00,CNR2208413668,canceled by customer,CID169400,Prime SUV,Sahakar Nagar,Frazer Town,,,Change of plans,,,,279,,0,3.8,3.993771736
09-07-2024 09:20,09:20:00,CNR3829027385,driver not found,CID759978,Prime Plus,Koramangala,Indiranagar,,,,,,,356,,0,4.0,3.993771736
01-07-2024 08:49,08:49:00,CNR9942635368,canceled by customer,CID402274,Prime Sedan,Ramamurthy Nagar,Koramangala,,,Driver asked to cancel,,,,201,,0,4.7,3.993771736
02-07-2024 21:59,21:59:00,CNR5605266853,success,CID941450,Prime SUV,Malleshwaram,Vijayanagar,105.0,40.0,,,no,,375,cash,12,4.6,4.7
18-07-2024 05:28,05:28:00,CNR1572320326,success,CID553958,Auto,Hennur,Tumkur Road,77.0,120.0,,,no,,955,upi,16,4.1,4.6
13-07-2024 21:01,21:01:00,CNR3586869026,canceled by driver,CID960808,eBike,MG Road,BTM Layout,,,,Customer was coughing/sick,,,475,,0,3.9,3.993771736
15-07-2024 01:49,01:49:00,CNR9710027513,driver not found,CID362561,Auto,Richmond Town,Hosur Road,,,,,,,468,,0,4.7,3.993771736
26-07-2024 01:07,01:07:00,CNR2442728427,success,CID224831,Prime Plus,Bellandur,Devanahalli,224.0,100.0,,,no,,758,cash,5,3.0,3.1
02-07-2024 23:25,23:25:00,CNR8566685194,success,CID237550,Prime Sedan,HSR Layout,Chickpet,49.0,105.0,,,no,,357,upi,36,4.7,3.7
14-07-2024 22:21,22:21:00,CNR1544340926,success,CID237416,Prime Sedan,Kengeri,Malleshwaram,126.0,70.0,,,no,,641,cash,21,3.6,3.5
22-07-2024 06:41,06:41:00,CNR1833632056,success,CID231153,Prime Plus,Ulsoor,Malleshwaram,224.0,100.0,,,no,,272,cash,6,4.9,3.5
23-07-2024 23:38,23:38:00,CNR8932744171,success,CID130647,eBike,Ramamurthy Nagar,Varthur,231.0,40.0,,,no,,332,cash,33,4.9,3.6
14-07-2024 10:36,10:36:00,CNR8583576742,success,CID887385,Mini,Kammanahalli,Shivajinagar,105.0,95.0,,,no,,140,upi,35,4.2,3.2
16-07-2024 23:00,23:00:00,CNR9933616868,canceled by driver,CID993778,Mini,Marathahalli,BTM Layout,,,,Customer related issue,,,981,,0,4.1,3.993771736
20-07-2024 03:57,03:57:00,CNR1076398258,success,CID122304,eBike,MG Road,Cox Town,252.0,65.0,,,no,,284,cash,48,3.9,4.2
24-07-2024 16:12,16:12:00,CNR5858452481,success,CID416495,Prime Sedan,Sahakar Nagar,Mysore Road,301.0,30.0,,,no,,2959,cash,15,3.5,4.2
14-07-2024 09:41,09:41:00,CNR9723028236,canceled by customer,CID319500,eBike,Shivajinagar,Kadugodi,,,Wrong Address,,,,980,,0,4.9,3.993771736
18-07-2024 07:24,07:24:00,CNR1564411645,success,CID750157,Prime Plus,Bellandur,Peenya,119.0,50.0,,,no,,498,upi,29,3.6,4.4
09-07-2024 07:50,07:50:00,CNR2181519136,driver not found,CID896422,Prime Sedan,KR Puram,Langford Town,,,,,,,272,,0,3.0,3.993771736
27-07-2024 17:09,17:09:00,CNR7701315362,success,CID490940,Prime SUV,Vijayanagar,Hebbal,189.0,65.0,,,no,,741,cash,48,3.1,3.7
11-07-2024 07:59,07:59:00,CNR8551074875,canceled by driver,CID958553,Prime SUV,Bannerghatta Road,Varthur,,,,Customer related issue,,,390,,0,4.4,3.993771736
13-07-2024 04:22,04:22:00,CNR3986531958,success,CID384162,Prime Sedan,Bannerghatta Road,BTM Layout,210.0,80.0,,,no,,183,upi,37,4.2,3.3
20-07-2024 10:52,10:52:00,CNR5070035601,success,CID279553,Prime Plus,HSR Layout,JP Nagar,224.0,95.0,,,no,,792,cash,13,4.4,3.3
12-07-2024 15:29,15:29:00,CNR4805672658,canceled by driver,CID781060,Prime Sedan,Peenya,Basavanagudi,,,,Customer related issue,,,1741,,0,5.0,3.993771736
17-07-2024 05:26,05:26:00,CNR1047787782,driver not found,CID747697,Prime Sedan,Hennur,Koramangala,,,,,,,277,,0,3.7,3.993771736
11-07-2024 12:05,12:05:00,CNR6673159284,canceled by customer,CID389551,eBike,Vijayanagar,Peenya,,,Change of plans,,,,525,,0,4.4,3.993771736
14-07-2024 13:28,13:28:00,CNR4932216720,success,CID353074,Prime Plus,Yelahanka,KR Puram,133.0,120.0,,,no,,2841,cash,4,4.0,4.5
19-07-2024 08:50,08:50:00,CNR4295837462,success,CID885045,Bike,Electronic City,Banashankari,147.0,75.0,,,no,,384,cash,20,4.1,4.8
07-07-2024 06:10,06:10:00,CNR3771954475,success,CID238579,Bike,Peenya,Kengeri,301.0,100.0,,,no,,187,cash,37,4.4,4.1
20-07-2024 12:39,12:39:00,CNR5111945861,success,CID611988,Mini,Indiranagar,Richmond Town,91.0,125.0,,,no,,110,upi,13,4.7,3.4
12-07-2024 09:10,09:10:00,CNR6657733483,canceled by driver,CID650207,Prime SUV,Varthur,Hosur Road,,,,Personal & Car related issue,,,291,,0,3.5,3.993771736
09-07-2024 23:04,23:04:00,CNR3520341911,success,CID929238,Bike,Malleshwaram,HSR Layout,245.0,120.0,,,no,,297,cash,14,4.7,3.5
25-07-2024 22:17,22:17:00,CNR2047540281,success,CID904112,Mini,Hulimavu,Langford Town,168.0,30.0,,,no,,262,cash,3,4.2,3.7
01-07-2024 20:16,20:16:00,CNR3156153779,success,CID488576,Auto,Cox Town,Peenya,49.0,105.0,,,no,,985,upi,4,3.2,4.8
26-07-2024 18:59,18:59:00,CNR1766386244,success,CID129231,eBike,Langford Town,Hosur Road,231.0,35.0,,,no,,330,cash,29,3.3,4.3
26-07-2024 05:08,05:08:00,CNR5826908135,success,CID517284,Bike,Rajarajeshwari Nagar,Hosur Road,217.0,110.0,,,no,,410,cash,18,5.0,3.9
01-07-2024 09:31,09:31:00,CNR2811523519,success,CID254061,Prime SUV,Malleshwaram,Jayanagar,175.0,45.0,,,no,,244,cash,27,4.7,3.8
21-07-2024 16:33,16:33:00,CNR7227358276,success,CID327135,Mini,Frazer Town,Majestic,259.0,65.0,,,no,,1883,cash,26,4.0,4.5
03-07-2024 09:12,09:12:00,CNR6370122773,success,CID790048,Bike,Nagarbhavi,Basavanagudi,245.0,45.0,,,no,,495,cash,47,3.5,4.6
20-07-2024 12:35,12:35:00,CNR1085763856,success,CID562396,Auto,Ulsoor,Cox Town,175.0,30.0,,,yes,Other Issue,1184,debit card,9,3.5,4.2
07-07-2024 15:39,15:39:00,CNR8427698393,success,CID932396,Prime Plus,Varthur,Chamarajpet,42.0,45.0,,,no,,149,cash,29,5.0,3.3
16-07-2024 23:23,23:23:00,CNR6625291331,canceled by customer,CID233192,Prime Sedan,Jayanagar,RT Nagar,,,Driver asked to cancel,,,,928,,0,3.4,3.993771736
13-07-2024 01:15,01:15:00,CNR8390956889,canceled by customer,CID391535,Prime Plus,RT Nagar,Whitefield,,,Change of plans,,,,444,,0,3.9,3.993771736
02-07-2024 06:00,06:00:00,CNR6416317478,success,CID662505,Prime Plus,KR Puram,Kadugodi,84.0,110.0,,,no,,305,cash,2,4.4,3.1
15-07-2024 16:32,16:32:00,CNR9045899424,canceled by driver,CID167003,Bike,Shantinagar,Shantinagar,,,,More than permitted people in there,,,328,,0,4.0,3.993771736
02-07-2024 17:02,17:02:00,CNR9417984686,success,CID688869,Bike,Kammanahalli,KR Puram,133.0,40.0,,,no,,100,upi,16,4.2,3.1
11-07-2024 22:44,22:44:00,CNR5726591876,canceled by driver,CID199674,Prime SUV,Indiranagar,KR Puram,,,,Customer was coughing/sick,,,841,,0,4.1,3.993771736
16-07-2024 17:49,17:49:00,CNR2590472548,success,CID980565,Prime Sedan,Hosur Road,Ulsoor,140.0,70.0,,,no,,645,upi,42,3.1,4.2
10-07-2024 06:46,06:46:00,CNR8241996210,canceled by driver,CID314174,Auto,Chamarajpet,Bellandur,,,,Customer related issue,,,677,,0,4.9,3.993771736
21-07-2024 06:39,06:39:00,CNR1522919788,driver not found,CID441219,Prime Sedan,Shantinagar,Chamarajpet,,,,,,,231,,0,4.5,3.993771736
23-07-2024 02:29,02:29:00,CNR2092652516,canceled by driver,CID128183,Prime Plus,Yeshwanthpur,Varthur,,,,Personal & Car related issue,,,702,,0,3.3,3.993771736
11-07-2024 05:58,05:58:00,CNR6817745688,canceled by customer,CID247739,Prime Sedan,Sahakar Nagar,Ramamurthy Nagar,,,AC is Not working,,,,360,,0,3.6,3.993771736
27-07-2024 08:50,08:50:00,CNR3367916855,driver not found,CID336951,Auto,Bannerghatta Road,Kengeri,,,,,,,1102,,0,4.5,3.993771736
25-07-2024 00:51,00:51:00,CNR7430711190,success,CID632377,eBike,Langford Town,KR Puram,301.0,90.0,,,no,,120,upi,3,4.9,4.7
28-07-2024 12:44,12:44:00,CNR9243317574,canceled by driver,CID958779,Bike,Bellandur,MG Road,,,,Personal & Car related issue,,,384,,0,4.0,3.993771736
30-07-2024 12:32,12:32:00,CNR7697015175,canceled by driver,CID301356,Auto,MG Road,RT Nagar,,,,Customer was coughing/sick,,,120,,0,3.3,3.993771736
22-07-2024 00:18,00:18:00,CNR7109828126,success,CID903094,Prime Sedan,Hosur Road,Frazer Town,140.0,100.0,,,no,,457,upi,13,3.5,3.5
23-07-2024 00:12,00:12:00,CNR7968869092,success,CID560508,Bike,Hulimavu,Bellandur,189.0,80.0,,,yes,Customer Demand,536,cash,9,3.9,4.8
21-07-2024 14:43,14:43:00,CNR2598951337,success,CID963586,Prime SUV,Bannerghatta Road,Kammanahalli,140.0,35.0,,,no,,453,cash,9,3.4,3.7
17-07-2024 15:56,15:56:00,CNR6179229665,driver not found,CID491712,Mini,Whitefield,Malleshwaram,,,,,,,1495,,0,3.7,3.993771736
08-07-2024 03:57,03:57:00,CNR8354587327,canceled by customer,CID472046,Prime Sedan,Varthur,Rajarajeshwari Nagar,,,Driver asked to cancel,,,,286,,0,4.7,3.993771736
21-07-2024 14:31,14:31:00,CNR5653188780,success,CID260093,Bike,Langford Town,Yelahanka,196.0,120.0,,,no,,613,cash,26,3.4,4.9
30-07-2024 21:41,21:41:00,CNR6853672590,success,CID943641,Prime SUV,Majestic,Cox Town,224.0,85.0,,,no,,782,debit card,34,4.6,3.0
22-07-2024 14:40,14:40:00,CNR4128108323,canceled by customer,CID529250,Prime Plus,Padmanabhanagar,KR Puram,,,Change of plans,,,,238,,0,4.1,3.993771736
04-07-2024 01:47,01:47:00,CNR1082827124,success,CID580863,Prime Plus,Bannerghatta Road,Whitefield,105.0,60.0,,,no,,186,cash,34,3.9,3.9
17-07-2024 04:26,04:26:00,CNR4089546334,success,CID435373,Prime SUV,Electronic City,Kadugodi,91.0,70.0,,,no,,417,cash,4,4.6,3.6
01-07-2024 09:34,09:34:00,CNR7901978294,success,CID323885,Prime SUV,HSR Layout,Kadugodi,203.0,35.0,,,no,,124,upi,49,3.8,4.7
18-07-2024 16:13,16:13:00,CNR8649061295,success,CID550686,Prime SUV,Hosur Road,RT Nagar,189.0,145.0,,,no,,581,cash,32,3.6,3.6
18-07-2024 16:57,16:57:00,CNR4004014081,success,CID873592,Prime SUV,Hennur,MG Road,112.0,75.0,,,yes,Customer Demand,714,cash,23,3.5,3.7
22-07-2024 04:18,04:18:00,CNR5590247940,success,CID744353,eBike,Devanahalli,Koramangala,182.0,135.0,,,no,,370,upi,11,4.5,3.9
09-07-2024 05:41,05:41:00,CNR4605601809,canceled by customer,CID645906,Prime Sedan,MG Road,Banashankari,,,Change of plans,,,,104,,0,5.0,3.993771736
18-07-2024 04:59,04:59:00,CNR7052352832,success,CID724116,Prime Sedan,Malleshwaram,Hebbal,189.0,40.0,,,yes,Customer Demand,252,upi,34,4.4,4.5
13-07-2024 20:17,20:17:00,CNR6701987331,success,CID618619,Prime Sedan,Yeshwanthpur,BTM Layout,182.0,110.0,,,no,,104,upi,37,4.3,4.4
19-07-2024 12:59,12:59:00,CNR5705351325,success,CID892089,Prime Plus,Ulsoor,Malleshwaram,308.0,95.0,,,no,,181,cash,12,4.8,3.0
02-07-2024 11:44,11:44:00,CNR2296392263,canceled by customer,CID242192,Auto,JP Nagar,Bannerghatta Road,,,Driver is not moving towards pickup location,,,,239,,0,4.7,3.993771736
08-07-2024 03:40,03:40:00,CNR9718008060,driver not found,CID880667,Auto,Varthur,RT Nagar,,,,,,,423,,0,4.1,3.993771736
20-07-2024 01:59,01:59:00,CNR3948553166,canceled by customer,CID602128,Prime SUV,Mysore Road,Chickpet,,,AC is Not working,,,,450,,0,3.1,3.993771736
05-07-2024 05:09,05:09:00,CNR6142236704,success,CID133292,Prime Sedan,Yelahanka,Yelahanka,105.0,125.0,,,no,,857,upi,12,4.3,4.3
16-07-2024 19:11,19:11:00,CNR4980004586,success,CID701843,Prime Sedan,Varthur,Langford Town,133.0,105.0,,,no,,357,upi,4,3.5,4.0
08-07-2024 10:21,10:21:00,CNR6984510305,canceled by driver,CID739124,Auto,Majestic,Shantinagar,,,,Personal & Car related issue,,,291,,0,3.6,3.993771736
05-07-2024 02:24,02:24:00,CNR6175664134,canceled by driver,CID401049,eBike,Yelahanka,Sarjapur Road,,,,Personal & Car related issue,,,491,,0,3.5,3.993771736
23-07-2024 17:42,17:42:00,CNR7708328712,canceled by customer,CID778959,Prime Sedan,Vijayanagar,Sahakar Nagar,,,AC is Not working,,,,134,,0,4.1,3.993771736
27-07-2024 23:44,23:44:00,CNR3110024297,success,CID264884,Mini,Cox Town,KR Puram,35.0,45.0,,,yes,Customer Demand,674,cash,34,3.7,5.0
11-07-2024 16:57,16:57:00,CNR2253018202,success,CID175514,Prime SUV,MG Road,Nagarbhavi,70.0,75.0,,,no,,206,cash,49,4.0,4.5
21-07-2024 13:26,13:26:00,CNR8998824447,canceled by driver,CID959812,Prime Sedan,JP Nagar,RT Nagar,,,,Customer related issue,,,127,,0,3.3,3.993771736
25-07-2024 13:44,13:44:00,CNR7611262983,success,CID973305,Bike,Rajajinagar,Indiranagar,217.0,95.0,,,no,,2161,cash,47,4.9,4.2
26-07-2024 08:06,08:06:00,CNR9735560498,canceled by customer,CID962402,Prime Plus,Jayanagar,HSR Layout,,,Change of plans,,,,1748,,0,4.5,3.993771736
04-07-2024 03:43,03:43:00,CNR5491190129,success,CID628108,Bike,Varthur,Marathahalli,273.0,50.0,,,no,,923,cash,29,4.3,4.6
19-07-2024 00:04,00:04:00,CNR7954062192,success,CID843474,eBike,Varthur,JP Nagar,77.0,90.0,,,no,,1444,cash,42,4.6,4.6
25-07-2024 08:53,08:53:00,CNR4705620670,success,CID461881,Prime SUV,Koramangala,Kammanahalli,196.0,95.0,,,no,,445,cash,8,3.2,3.5
28-07-2024 22:11,22:11:00,CNR9370119401,success,CID741071,Prime Sedan,Magadi Road,Sahakar Nagar,98.0,110.0,,,no,,421,credit card,3,4.8,4.2
20-07-2024 22:02,22:02:00,CNR1063430089,success,CID807662,Mini,Chamarajpet,Peenya,161.0,100.0,,,no,,776,upi,38,3.8,4.3
05-07-2024 07:21,07:21:00,CNR2677658927,canceled by customer,CID486647,Mini,Frazer Town,Sarjapur Road,,,Driver asked to cancel,,,,309,,0,3.4,3.993771736
25-07-2024 06:15,06:15:00,CNR5613139781,success,CID926624,Auto,Magadi Road,Frazer Town,77.0,145.0,,,no,,192,cash,2,3.3,3.0
07-07-2024 18:51,18:51:00,CNR1015434106,success,CID337622,Prime Sedan,Tumkur Road,Basavanagudi,287.0,105.0,,,no,,179,cash,26,4.4,4.9
11-07-2024 01:22,01:22:00,CNR4144333913,success,CID368273,Auto,MG Road,Ramamurthy Nagar,133.0,70.0,,,no,,941,upi,10,4.9,3.1
03-07-2024 08:19,08:19:00,CNR8548562238,success,CID673203,Prime Sedan,Jayanagar,Sarjapur Road,112.0,85.0,,,no,,173,cash,27,3.3,3.9
22-07-2024 04:57,04:57:00,CNR5381451154,success,CID740267,Prime Plus,Whitefield,Kadugodi,133.0,145.0,,,no,,2232,cash,31,3.6,4.1
01-07-2024 13:38,13:38:00,CNR8503256744,canceled by customer,CID114003,Prime Sedan,Bannerghatta Road,Devanahalli,,,Change of plans,,,,553,,0,3.8,3.993771736
30-07-2024 16:45,16:45:00,CNR1748088208,canceled by driver,CID745243,Prime Plus,Tumkur Road,JP Nagar,,,,Personal & Car related issue,,,859,,0,3.3,3.993771736
12-07-2024 01:33,01:33:00,CNR5769951759,success,CID575017,Prime SUV,Ramamurthy Nagar,Devanahalli,133.0,30.0,,,no,,337,upi,28,3.5,4.7
15-07-2024 17:24,17:24:00,CNR9652285080,success,CID713742,Bike,Yelahanka,Jayanagar,301.0,90.0,,,no,,222,upi,36,3.3,4.2
26-07-2024 23:01,23:01:00,CNR8231190795,driver not found,CID972532,Prime Sedan,Frazer Town,Varthur,,,,,,,1471,,0,4.7,3.993771736
23-07-2024 04:49,04:49:00,CNR3579243194,canceled by driver,CID794675,Prime Plus,Kammanahalli,Majestic,,,,Customer related issue,,,302,,0,4.3,3.993771736
27-07-2024 12:31,12:31:00,CNR2543817417,canceled by driver,CID222298,Prime SUV,Chamarajpet,Richmond Town,,,,Customer was coughing/sick,,,378,,0,3.7,3.993771736
28-07-2024 16:37,16:37:00,CNR6329793131,success,CID784537,Mini,Ramamurthy Nagar,Sarjapur Road,126.0,95.0,,,no,,287,upi,10,4.1,4.0
01-07-2024 03:55,03:55:00,CNR8200453844,success,CID789124,Prime SUV,Banashankari,Sarjapur Road,147.0,50.0,,,no,,295,cash,27,4.4,5.0
04-07-2024 05:37,05:37:00,CNR9948486660,success,CID796973,Auto,Basavanagudi,Chickpet,301.0,135.0,,,no,,424,cash,4,4.8,3.2
16-07-2024 23:42,23:42:00,CNR8399823404,canceled by customer,CID921208,eBike,Peenya,Whitefield,,,Driver is not moving towards pickup location,,,,619,,0,4.7,3.993771736
16-07-2024 10:05,10:05:00,CNR5110068343,success,CID247965,Prime Sedan,Frazer Town,Electronic City,266.0,135.0,,,no,,281,cash,29,3.1,4.6
04-07-2024 00:17,00:17:00,CNR8237106634,canceled by customer,CID831417,Mini,Frazer Town,Marathahalli,,,Driver asked to cancel,,,,2597,,0,5.0,3.993771736
12-07-2024 18:17,18:17:00,CNR4538623337,success,CID473270,Prime Sedan,Kadugodi,Banashankari,294.0,105.0,,,no,,220,cash,6,3.7,4.5
04-07-2024 07:28,07:28:00,CNR5704638694,canceled by driver,CID278657,Prime Plus,Varthur,Yelahanka,,,,Personal & Car related issue,,,451,,0,3.5,3.993771736
25-07-2024 15:27,15:27:00,CNR4153043377,success,CID159060,eBike,MG Road,Shantinagar,126.0,130.0,,,no,,111,upi,43,3.8,4.1
12-07-2024 10:28,10:28:00,CNR7079905133,success,CID688591,eBike,Sahakar Nagar,Chickpet,280.0,105.0,,,no,,508,upi,7,4.7,3.1
25-07-2024 07:50,07:50:00,CNR8675133868,canceled by customer,CID265466,eBike,Chickpet,BTM Layout,,,AC is Not working,,,,2752,,0,4.9,3.993771736
28-07-2024 16:02,16:02:00,CNR1904221684,driver not found,CID877087,Prime SUV,Rajajinagar,HSR Layout,,,,,,,403,,0,3.5,3.993771736
10-07-2024 16:08,16:08:00,CNR3537793775,canceled by customer,CID593250,Bike,Marathahalli,Bellandur,,,Driver is not moving towards pickup location,,,,172,,0,4.7,3.993771736
18-07-2024 21:49,21:49:00,CNR2645125584,canceled by customer,CID403274,Prime Plus,Rajajinagar,Hebbal,,,Driver asked to cancel,,,,412,,0,5.0,3.993771736
04-07-2024 13:54,13:54:00,CNR1879769588,success,CID646158,Prime Sedan,Peenya,Chickpet,126.0,140.0,,,no,,331,upi,5,4.4,4.1
01-07-2024 01:24,01:24:00,CNR7932582487,canceled by driver,CID574823,Bike,Yelahanka,RT Nagar,,,,More than permitted people in there,,,916,,0,4.7,3.993771736
15-07-2024 16:53,16:53:00,CNR5256017611,driver not found,CID335495,Prime SUV,Banashankari,Rajarajeshwari Nagar,,,,,,,1809,,0,4.5,3.993771736
25-07-2024 01:14,01:14:00,CNR6220332147,success,CID229577,Auto,Yelahanka,Chamarajpet,84.0,135.0,,,no,,312,debit card,15,5.0,4.7
29-07-2024 01:13,01:13:00,CNR7013160866,success,CID593865,Auto,Chamarajpet,Bannerghatta Road,308.0,60.0,,,no,,461,cash,2,3.2,4.4
29-07-2024 12:34,12:34:00,CNR9846612470,success,CID544118,Mini,Hosur Road,Chamarajpet,196.0,40.0,,,no,,725,cash,16,3.5,3.4
28-07-2024 09:47,09:47:00,CNR9492524698,canceled by driver,CID977717,Prime SUV,Electronic City,Tumkur Road,,,,Customer related issue,,,485,,0,4.5,3.993771736
06-07-2024 13:48,13:48:00,CNR8048924113,success,CID356550,Prime Plus,Nagarbhavi,Kengeri,182.0,100.0,,,yes,Vehicle Breakdown,776,upi,47,3.5,3.2
01-07-2024 01:03,01:03:00,CNR1057701922,success,CID915319,eBike,Vijayanagar,Tumkur Road,63.0,90.0,,,no,,147,upi,22,4.7,3.9
11-07-2024 04:48,04:48:00,CNR1619088074,canceled by driver,CID745256,Bike,Rajarajeshwari Nagar,Indiranagar,,,,More than permitted people in there,,,283,,0,4.5,3.993771736
07-07-2024 14:09,14:09:00,CNR8423132258,success,CID286292,eBike,Sarjapur Road,Ulsoor,189.0,100.0,,,no,,2635,cash,21,4.7,3.6
26-07-2024 05:01,05:01:00,CNR7263281220,canceled by customer,CID334246,eBike,Yeshwanthpur,Kadugodi,,,Driver asked to cancel,,,,224,,0,4.3,3.993771736
04-07-2024 15:31,15:31:00,CNR1263611221,canceled by driver,CID945468,Mini,Bellandur,Koramangala,,,,Customer related issue,,,468,,0,3.8,3.993771736
03-07-2024 01:25,01:25:00,CNR8833864736,success,CID144893,Prime Sedan,RT Nagar,MG Road,182.0,75.0,,,no,,2408,cash,26,3.9,4.8
20-07-2024 13:56,13:56:00,CNR8595250410,success,CID836942,Prime Sedan,Sarjapur Road,Kadugodi,273.0,135.0,,,no,,1901,cash,46,3.9,3.0
11-07-2024 01:57,01:57:00,CNR2630636725,driver not found,CID300607,Prime SUV,MG Road,Jayanagar,,,,,,,412,,0,3.9,3.993771736
19-07-2024 10:08,10:08:00,CNR6873938538,success,CID570696,Mini,Varthur,Sarjapur Road,259.0,70.0,,,no,,275,cash,21,3.6,3.6
19-07-2024 09:46,09:46:00,CNR2057508783,canceled by driver,CID116966,Mini,Malleshwaram,Mysore Road,,,,Customer related issue,,,991,,0,4.1,3.993771736
23-07-2024 23:54,23:54:00,CNR7760184362,canceled by driver,CID929040,Prime Plus,Vijayanagar,Sahakar Nagar,,,,Customer was coughing/sick,,,2388,,0,4.7,3.993771736
30-07-2024 05:07,05:07:00,CNR2597363564,success,CID368771,Bike,Mysore Road,Hulimavu,126.0,75.0,,,yes,Customer Demand,435,cash,39,3.5,3.5
06-07-2024 01:30,01:30:00,CNR3677428544,canceled by customer,CID760094,Bike,Whitefield,Devanahalli,,,Driver is not moving towards pickup location,,,,384,,0,4.6,3.993771736
14-07-2024 14:34,14:34:00,CNR5827071128,success,CID500267,Mini,HSR Layout,KR Puram,168.0,75.0,,,no,,306,cash,45,3.9,4.5
12-07-2024 08:21,08:21:00,CNR9727132371,success,CID883613,Mini,Banashankari,Rajajinagar,126.0,120.0,,,no,,1762,cash,1,3.2,4.7
07-07-2024 02:50,02:50:00,CNR9050118776,success,CID650590,eBike,MG Road,Chickpet,189.0,105.0,,,no,,566,cash,42,3.5,4.6
21-07-2024 17:44,17:44:00,CNR6965246991,success,CID843177,Mini,Majestic,Cox Town,49.0,110.0,,,no,,163,cash,18,3.8,4.1
09-07-2024 14:04,14:04:00,CNR6099445561,success,CID162780,Prime Plus,Magadi Road,Jayanagar,238.0,75.0,,,no,,675,cash,43,3.2,4.9
24-07-2024 02:51,02:51:00,CNR3287141201,canceled by driver,CID253918,Prime Plus,Mysore Road,Yelahanka,,,,More than permitted people in there,,,215,,0,4.6,3.993771736
10-07-2024 08:07,08:07:00,CNR6756519391,canceled by driver,CID905317,Auto,Rajajinagar,Tumkur Road,,,,Personal & Car related issue,,,175,,0,3.4,3.993771736
13-07-2024 10:21,10:21:00,CNR3876047013,success,CID273164,Auto,Mysore Road,Majestic,91.0,110.0,,,no,,680,upi,8,3.5,3.7
13-07-2024 11:35,11:35:00,CNR3231899335,success,CID834205,Auto,Richmond Town,Frazer Town,126.0,125.0,,,no,,438,cash,15,3.3,4.2
04-07-2024 15:08,15:08:00,CNR8033014539,canceled by customer,CID399938,Prime Sedan,Banashankari,Hulimavu,,,Change of plans,,,,554,,0,4.5,3.993771736
25-07-2024 03:53,03:53:00,CNR6281440516,success,CID453776,Auto,Vijayanagar,Bellandur,105.0,35.0,,,yes,Customer Demand,152,upi,14,4.0,3.1
26-07-2024 22:18,22:18:00,CNR2991995617,driver not found,CID721892,Bike,Bannerghatta Road,Vijayanagar,,,,,,,459,,0,4.1,3.993771736
21-07-2024 15:21,15:21:00,CNR3880492652,success,CID673418,Prime SUV,Whitefield,Padmanabhanagar,224.0,25.0,,,yes,Vehicle Breakdown,312,cash,33,3.1,4.4
12-07-2024 00:30,00:30:00,CNR1829002430,success,CID362114,eBike,Chamarajpet,KR Puram,259.0,110.0,,,no,,189,credit card,31,3.6,3.6
06-07-2024 12:42,12:42:00,CNR5589614402,success,CID900531,Prime Sedan,Langford Town,Yelahanka,308.0,90.0,,,no,,864,upi,2,3.1,3.0
16-07-2024 01:36,01:36:00,CNR3081625401,canceled by driver,CID272229,Bike,Basavanagudi,BTM Layout,,,,Customer was coughing/sick,,,404,,0,4.8,3.993771736
25-07-2024 08:33,08:33:00,CNR4182895005,canceled by customer,CID504875,Mini,Basavanagudi,Nagarbhavi,,,Wrong Address,,,,121,,0,4.5,3.993771736
16-07-2024 21:30,21:30:00,CNR5074989234,success,CID292472,eBike,MG Road,Kengeri,161.0,115.0,,,no,,478,credit card,1,4.4,4.2
01-07-2024 09:27,09:27:00,CNR9835791274,canceled by customer,CID587870,Bike,Yelahanka,Sarjapur Road,,,Change of plans,,,,264,,0,4.0,3.993771736
02-07-2024 00:57,00:57:00,CNR5811851265,success,CID373828,Prime Plus,Peenya,KR Puram,210.0,100.0,,,no,,497,upi,28,3.3,3.6
30-07-2024 23:19,23:19:00,CNR5480589270,success,CID696338,Prime SUV,Padmanabhanagar,Ulsoor,133.0,75.0,,,no,,1334,upi,43,3.3,4.5
20-07-2024 02:58,02:58:00,CNR7820579617,canceled by driver,CID913617,Auto,Sarjapur Road,Sahakar Nagar,,,,Personal & Car related issue,,,646,,0,3.5,3.993771736
12-07-2024 18:56,18:56:00,CNR1209656922,success,CID214932,eBike,KR Puram,Frazer Town,105.0,40.0,,,yes,Other Issue,421,cash,31,3.9,4.4
25-07-2024 11:00,11:00:00,CNR8749010050,success,CID427801,Prime Plus,Jayanagar,Indiranagar,308.0,55.0,,,no,,233,cash,21,4.5,4.7
10-07-2024 09:06,09:06:00,CNR5011562076,success,CID193637,Prime Sedan,HSR Layout,Hulimavu,217.0,105.0,,,no,,479,cash,11,3.6,4.7
29-07-2024 06:19,06:19:00,CNR4489060739,canceled by driver,CID394745,Bike,Koramangala,Banashankari,,,,Customer related issue,,,966,,0,4.6,3.993771736
27-07-2024 15:10,15:10:00,CNR4884609047,success,CID452347,eBike,Yelahanka,Devanahalli,182.0,130.0,,,no,,231,cash,32,4.0,4.5
